death_date,death_weekday,death_week_ending,ethnicity_mpao,deaths,deaths_per_100k,deaths_mean7,deaths_per_100k_mean7
2024-03-08,Friday,2024-03-10,Asian,0,0,0.1429,0.0239
2024-03-08,Friday,2024-03-10,European or Other,1,0.0353,1.8571,0.0655
2024-03-07,Thursday,2024-03-10,Maori,0,0,0.1429,0.0221
2024-03-07,Thursday,2024-03-10,Pacific peoples,0,0,0.1429,0.0497
2024-03-07,Thursday,2024-03-10,Asian,0,0,0.1429,0.0239
2024-03-07,Thursday,2024-03-10,European or Other,2,0.0706,2,0.0706
2024-03-06,Wednesday,2024-03-10,Maori,0,0,0.1429,0.0221
2024-03-06,Wednesday,2024-03-10,Pacific peoples,0,0,0.1429,0.0497
2024-03-06,Wednesday,2024-03-10,Asian,1,0.1672,0.1429,0.0239
2024-03-06,Wednesday,2024-03-10,European or Other,2,0.0706,2.2857,0.0807
2024-03-05,Tuesday,2024-03-10,Maori,1,0.1544,0.1429,0.0221
2024-03-05,Tuesday,2024-03-10,Pacific peoples,0,0,0.1429,0.0497
2024-03-05,Tuesday,2024-03-10,Asian,0,0,0,0
2024-03-05,Tuesday,2024-03-10,European or Other,2,0.0706,2.4286,0.0857
2024-03-04,Monday,2024-03-10,Maori,0,0,0,0
2024-03-04,Monday,2024-03-10,Pacific peoples,0,0,0.1429,0.0497
2024-03-04,Monday,2024-03-10,Asian,0,0,0.1429,0.0239
2024-03-04,Monday,2024-03-10,European or Other,0,0,2.5714,0.0907
2024-03-03,Sunday,2024-03-03,Maori,0,0,0,0
2024-03-03,Sunday,2024-03-03,Pacific peoples,0,0,0.1429,0.0497
2024-03-03,Sunday,2024-03-03,Asian,0,0,0.1429,0.0239
2024-03-03,Sunday,2024-03-03,European or Other,4,0.1412,3,0.1059
2024-03-02,Saturday,2024-03-03,Maori,0,0,0,0
2024-03-02,Saturday,2024-03-03,Pacific peoples,1,0.3482,0.1429,0.0497
2024-03-02,Saturday,2024-03-03,Asian,0,0,0.1429,0.0239
2024-03-02,Saturday,2024-03-03,European or Other,2,0.0706,3,0.1059
2024-03-01,Friday,2024-03-03,Maori,0,0,0,0
2024-03-01,Friday,2024-03-03,Pacific peoples,0,0,0,0
2024-03-01,Friday,2024-03-03,Asian,0,0,0.1429,0.0239
2024-03-01,Friday,2024-03-03,European or Other,2,0.0706,3,0.1059
2024-02-29,Thursday,2024-03-03,Maori,0,0,0.1429,0.0221
2024-02-29,Thursday,2024-03-03,Pacific peoples,0,0,0,0
2024-02-29,Thursday,2024-03-03,Asian,0,0,0.1429,0.0239
2024-02-29,Thursday,2024-03-03,European or Other,4,0.1412,2.8571,0.1008
2024-02-28,Wednesday,2024-03-03,Maori,0,0,0.1429,0.0221
2024-02-28,Wednesday,2024-03-03,Pacific peoples,0,0,0.1429,0.0497
2024-02-28,Wednesday,2024-03-03,Asian,0,0,0.1429,0.0239
2024-02-28,Wednesday,2024-03-03,European or Other,3,0.1059,2.7143,0.0958
2024-02-27,Tuesday,2024-03-03,Maori,0,0,0.2857,0.0441
2024-02-27,Tuesday,2024-03-03,Pacific peoples,0,0,0.1429,0.0497
2024-02-27,Tuesday,2024-03-03,Asian,1,0.1672,0.1429,0.0239
2024-02-27,Tuesday,2024-03-03,European or Other,3,0.1059,2.2857,0.0807
2024-02-26,Monday,2024-03-03,Maori,0,0,0.2857,0.0441
2024-02-26,Monday,2024-03-03,Pacific peoples,0,0,0.1429,0.0497
2024-02-26,Monday,2024-03-03,Asian,0,0,0,0
2024-02-26,Monday,2024-03-03,European or Other,3,0.1059,2.2857,0.0807
2024-02-25,Sunday,2024-02-25,Maori,0,0,0.2857,0.0441
2024-02-25,Sunday,2024-02-25,Pacific peoples,0,0,0.1429,0.0497
2024-02-25,Sunday,2024-02-25,Asian,0,0,0,0
2024-02-25,Sunday,2024-02-25,European or Other,4,0.1412,2.2857,0.0807
2024-02-24,Saturday,2024-02-25,Maori,0,0,0.2857,0.0441
2024-02-24,Saturday,2024-02-25,Pacific peoples,0,0,0.1429,0.0497
2024-02-24,Saturday,2024-02-25,Asian,0,0,0.1429,0.0239
2024-02-24,Saturday,2024-02-25,European or Other,2,0.0706,1.8571,0.0655
2024-02-23,Friday,2024-02-25,Maori,1,0.1544,0.2857,0.0441
2024-02-23,Friday,2024-02-25,Pacific peoples,0,0,0.1429,0.0497
2024-02-23,Friday,2024-02-25,Asian,0,0,0.1429,0.0239
2024-02-23,Friday,2024-02-25,European or Other,1,0.0353,1.5714,0.0555
2024-02-22,Thursday,2024-02-25,Maori,0,0,0.1429,0.0221
2024-02-22,Thursday,2024-02-25,Pacific peoples,1,0.3482,0.1429,0.0497
2024-02-22,Thursday,2024-02-25,Asian,0,0,0.1429,0.0239
2024-02-22,Thursday,2024-02-25,European or Other,3,0.1059,1.8571,0.0655
2024-02-21,Wednesday,2024-02-25,Maori,1,0.1544,0.1429,0.0221
2024-02-21,Wednesday,2024-02-25,Pacific peoples,0,0,0,0
2024-02-21,Wednesday,2024-02-25,Asian,0,0,0.1429,0.0239
2024-02-21,Wednesday,2024-02-25,European or Other,0,0,1.4286,0.0504
2024-02-20,Tuesday,2024-02-25,Maori,0,0,0,0
2024-02-20,Tuesday,2024-02-25,Pacific peoples,0,0,0,0
2024-02-20,Tuesday,2024-02-25,Asian,0,0,0.1429,0.0239
2024-02-20,Tuesday,2024-02-25,European or Other,3,0.1059,1.5714,0.0555
2024-02-19,Monday,2024-02-25,Maori,0,0,0,0
2024-02-19,Monday,2024-02-25,Pacific peoples,0,0,0,0
2024-02-19,Monday,2024-02-25,Asian,0,0,0.1429,0.0239
2024-02-19,Monday,2024-02-25,European or Other,3,0.1059,1.4286,0.0504
2024-02-18,Sunday,2024-02-18,Maori,0,0,0,0
2024-02-18,Sunday,2024-02-18,Pacific peoples,0,0,0,0
2024-02-18,Sunday,2024-02-18,Asian,1,0.1672,0.1429,0.0239
2024-02-18,Sunday,2024-02-18,European or Other,1,0.0353,1.1429,0.0403
2024-02-17,Saturday,2024-02-18,Maori,0,0,0,0
2024-02-17,Saturday,2024-02-18,Pacific peoples,0,0,0,0
2024-02-17,Saturday,2024-02-18,Asian,0,0,0,0
2024-02-17,Saturday,2024-02-18,European or Other,0,0,1.2857,0.0454
2024-02-16,Friday,2024-02-18,Maori,0,0,0.1429,0.0221
2024-02-16,Friday,2024-02-18,Pacific peoples,0,0,0,0
2024-02-16,Friday,2024-02-18,Asian,0,0,0,0
2024-02-16,Friday,2024-02-18,European or Other,3,0.1059,1.5714,0.0555
2024-02-15,Thursday,2024-02-18,Maori,0,0,0.1429,0.0221
2024-02-15,Thursday,2024-02-18,Pacific peoples,0,0,0,0
2024-02-15,Thursday,2024-02-18,Asian,0,0,0.1429,0.0239
2024-02-15,Thursday,2024-02-18,European or Other,0,0,1.2857,0.0454
2024-02-14,Wednesday,2024-02-18,Maori,0,0,0.1429,0.0221
2024-02-14,Wednesday,2024-02-18,Pacific peoples,0,0,0,0
2024-02-14,Wednesday,2024-02-18,Asian,0,0,0.2857,0.0478
2024-02-14,Wednesday,2024-02-18,European or Other,1,0.0353,1.4286,0.0504
2024-02-13,Tuesday,2024-02-18,Maori,0,0,0.1429,0.0221
2024-02-13,Tuesday,2024-02-18,Pacific peoples,0,0,0,0
2024-02-13,Tuesday,2024-02-18,Asian,0,0,0.2857,0.0478
2024-02-13,Tuesday,2024-02-18,European or Other,2,0.0706,1.4286,0.0504
2024-02-12,Monday,2024-02-18,Maori,0,0,0.1429,0.0221
2024-02-12,Monday,2024-02-18,Pacific peoples,0,0,0,0
2024-02-12,Monday,2024-02-18,Asian,0,0,0.2857,0.0478
2024-02-12,Monday,2024-02-18,European or Other,1,0.0353,1.2857,0.0454
2024-02-11,Sunday,2024-02-11,Maori,0,0,0.1429,0.0221
2024-02-11,Sunday,2024-02-11,Pacific peoples,0,0,0.1429,0.0497
2024-02-11,Sunday,2024-02-11,Asian,0,0,0.2857,0.0478
2024-02-11,Sunday,2024-02-11,European or Other,2,0.0706,1.2857,0.0454
2024-02-10,Saturday,2024-02-11,Maori,1,0.1544,0.1429,0.0221
2024-02-10,Saturday,2024-02-11,Pacific peoples,0,0,0.1429,0.0497
2024-02-10,Saturday,2024-02-11,Asian,0,0,0.2857,0.0478
2024-02-10,Saturday,2024-02-11,European or Other,2,0.0706,1.2857,0.0454
2024-02-09,Friday,2024-02-11,Maori,0,0,0,0
2024-02-09,Friday,2024-02-11,Pacific peoples,0,0,0.1429,0.0497
2024-02-09,Friday,2024-02-11,Asian,1,0.1672,0.2857,0.0478
2024-02-09,Friday,2024-02-11,European or Other,1,0.0353,1.2857,0.0454
2024-02-08,Thursday,2024-02-11,Maori,0,0,0,0
2024-02-08,Thursday,2024-02-11,Pacific peoples,0,0,0.1429,0.0497
2024-02-08,Thursday,2024-02-11,Asian,1,0.1672,0.1429,0.0239
2024-02-08,Thursday,2024-02-11,European or Other,1,0.0353,1.2857,0.0454
2024-02-07,Wednesday,2024-02-11,Maori,0,0,0,0
2024-02-07,Wednesday,2024-02-11,Pacific peoples,0,0,0.1429,0.0497
2024-02-07,Wednesday,2024-02-11,Asian,0,0,0,0
2024-02-07,Wednesday,2024-02-11,European or Other,1,0.0353,1.2857,0.0454
2024-02-06,Tuesday,2024-02-11,Maori,0,0,0,0
2024-02-06,Tuesday,2024-02-11,Pacific peoples,0,0,0.1429,0.0497
2024-02-06,Tuesday,2024-02-11,Asian,0,0,0.1429,0.0239
2024-02-06,Tuesday,2024-02-11,European or Other,1,0.0353,1.4286,0.0504
2024-02-05,Monday,2024-02-11,Maori,0,0,0,0
2024-02-05,Monday,2024-02-11,Pacific peoples,1,0.3482,0.1429,0.0497
2024-02-05,Monday,2024-02-11,Asian,0,0,0.1429,0.0239
2024-02-05,Monday,2024-02-11,European or Other,1,0.0353,1.4286,0.0504
2024-02-04,Sunday,2024-02-04,Maori,0,0,0,0
2024-02-04,Sunday,2024-02-04,Pacific peoples,0,0,0,0
2024-02-04,Sunday,2024-02-04,Asian,0,0,0.1429,0.0239
2024-02-04,Sunday,2024-02-04,European or Other,2,0.0706,1.4286,0.0504
2024-02-03,Saturday,2024-02-04,Maori,0,0,0,0
2024-02-03,Saturday,2024-02-04,Pacific peoples,0,0,0,0
2024-02-03,Saturday,2024-02-04,Asian,0,0,0.2857,0.0478
2024-02-03,Saturday,2024-02-04,European or Other,2,0.0706,1.2857,0.0454
2024-02-02,Friday,2024-02-04,Maori,0,0,0,0
2024-02-02,Friday,2024-02-04,Pacific peoples,0,0,0,0
2024-02-02,Friday,2024-02-04,Asian,0,0,0.2857,0.0478
2024-02-02,Friday,2024-02-04,European or Other,1,0.0353,1.1429,0.0403
2024-02-01,Thursday,2024-02-04,Maori,0,0,0.1429,0.0221
2024-02-01,Thursday,2024-02-04,Pacific peoples,0,0,0,0
2024-02-01,Thursday,2024-02-04,Asian,0,0,0.2857,0.0478
2024-02-01,Thursday,2024-02-04,European or Other,1,0.0353,1.4286,0.0504
2024-01-31,Wednesday,2024-02-04,Maori,0,0,0.1429,0.0221
2024-01-31,Wednesday,2024-02-04,Pacific peoples,0,0,0,0
2024-01-31,Wednesday,2024-02-04,Asian,1,0.1672,0.2857,0.0478
2024-01-31,Wednesday,2024-02-04,European or Other,2,0.0706,1.4286,0.0504
2024-01-30,Tuesday,2024-02-04,Maori,0,0,0.1429,0.0221
2024-01-30,Tuesday,2024-02-04,Pacific peoples,0,0,0,0
2024-01-30,Tuesday,2024-02-04,Asian,0,0,0.1429,0.0239
2024-01-30,Tuesday,2024-02-04,European or Other,1,0.0353,1.4286,0.0504
2024-01-29,Monday,2024-02-04,Maori,0,0,0.1429,0.0221
2024-01-29,Monday,2024-02-04,Pacific peoples,0,0,0,0
2024-01-29,Monday,2024-02-04,Asian,0,0,0.1429,0.0239
2024-01-29,Monday,2024-02-04,European or Other,1,0.0353,1.2857,0.0454
2024-01-28,Sunday,2024-01-28,Maori,0,0,0.2857,0.0441
2024-01-28,Sunday,2024-01-28,Pacific peoples,0,0,0,0
2024-01-28,Sunday,2024-01-28,Asian,1,0.1672,0.1429,0.0239
2024-01-28,Sunday,2024-01-28,European or Other,1,0.0353,1.5714,0.0555
2024-01-27,Saturday,2024-01-28,Maori,0,0,0.2857,0.0441
2024-01-27,Saturday,2024-01-28,Pacific peoples,0,0,0,0
2024-01-27,Saturday,2024-01-28,Asian,0,0,0,0
2024-01-27,Saturday,2024-01-28,European or Other,1,0.0353,1.8571,0.0655
2024-01-26,Friday,2024-01-28,Maori,1,0.1544,0.4286,0.0662
2024-01-26,Friday,2024-01-28,Pacific peoples,0,0,0,0
2024-01-26,Friday,2024-01-28,Asian,0,0,0,0
2024-01-26,Friday,2024-01-28,European or Other,3,0.1059,2,0.0706
2024-01-25,Thursday,2024-01-28,Maori,0,0,0.2857,0.0441
2024-01-25,Thursday,2024-01-28,Pacific peoples,0,0,0,0
2024-01-25,Thursday,2024-01-28,Asian,0,0,0,0
2024-01-25,Thursday,2024-01-28,European or Other,1,0.0353,2,0.0706
2024-01-24,Wednesday,2024-01-28,Maori,0,0,0.2857,0.0441
2024-01-24,Wednesday,2024-01-28,Pacific peoples,0,0,0,0
2024-01-24,Wednesday,2024-01-28,Asian,0,0,0,0
2024-01-24,Wednesday,2024-01-28,European or Other,2,0.0706,2.2857,0.0807
2024-01-23,Tuesday,2024-01-28,Maori,0,0,0.2857,0.0441
2024-01-23,Tuesday,2024-01-28,Pacific peoples,0,0,0.1429,0.0497
2024-01-23,Tuesday,2024-01-28,Asian,0,0,0,0
2024-01-23,Tuesday,2024-01-28,European or Other,0,0,2.7143,0.0958
2024-01-22,Monday,2024-01-28,Maori,1,0.1544,0.2857,0.0441
2024-01-22,Monday,2024-01-28,Pacific peoples,0,0,0.1429,0.0497
2024-01-22,Monday,2024-01-28,Asian,0,0,0,0
2024-01-22,Monday,2024-01-28,European or Other,3,0.1059,3.1429,0.1109
2024-01-21,Sunday,2024-01-21,Maori,0,0,0.1429,0.0221
2024-01-21,Sunday,2024-01-21,Pacific peoples,0,0,0.1429,0.0497
2024-01-21,Sunday,2024-01-21,Asian,0,0,0,0
2024-01-21,Sunday,2024-01-21,European or Other,3,0.1059,2.8571,0.1008
2024-01-20,Saturday,2024-01-21,Maori,1,0.1544,0.1429,0.0221
2024-01-20,Saturday,2024-01-21,Pacific peoples,0,0,0.2857,0.0995
2024-01-20,Saturday,2024-01-21,Asian,0,0,0,0
2024-01-20,Saturday,2024-01-21,European or Other,2,0.0706,2.7143,0.0958
2024-01-19,Friday,2024-01-21,Maori,0,0,0,0
2024-01-19,Friday,2024-01-21,Pacific peoples,0,0,0.2857,0.0995
2024-01-19,Friday,2024-01-21,Asian,0,0,0,0
2024-01-19,Friday,2024-01-21,European or Other,3,0.1059,2.4286,0.0857
2024-01-18,Thursday,2024-01-21,Maori,0,0,0,0
2024-01-18,Thursday,2024-01-21,Pacific peoples,0,0,0.2857,0.0995
2024-01-18,Thursday,2024-01-21,Asian,0,0,0,0
2024-01-18,Thursday,2024-01-21,European or Other,3,0.1059,2.1429,0.0756
2024-01-17,Wednesday,2024-01-21,Maori,0,0,0,0
2024-01-17,Wednesday,2024-01-21,Pacific peoples,1,0.3482,0.2857,0.0995
2024-01-17,Wednesday,2024-01-21,Asian,0,0,0,0
2024-01-17,Wednesday,2024-01-21,European or Other,5,0.1764,2.4286,0.0857
2024-01-16,Tuesday,2024-01-21,Maori,0,0,0,0
2024-01-16,Tuesday,2024-01-21,Pacific peoples,0,0,0.1429,0.0497
2024-01-16,Tuesday,2024-01-21,Asian,0,0,0,0
2024-01-16,Tuesday,2024-01-21,European or Other,3,0.1059,2,0.0706
2024-01-15,Monday,2024-01-21,Maori,0,0,0,0
2024-01-15,Monday,2024-01-21,Pacific peoples,0,0,0.1429,0.0497
2024-01-15,Monday,2024-01-21,Asian,0,0,0,0
2024-01-15,Monday,2024-01-21,European or Other,1,0.0353,2.2857,0.0807
2024-01-14,Sunday,2024-01-14,Maori,0,0,0,0
2024-01-14,Sunday,2024-01-14,Pacific peoples,1,0.3482,0.1429,0.0497
2024-01-14,Sunday,2024-01-14,Asian,0,0,0,0
2024-01-14,Sunday,2024-01-14,European or Other,2,0.0706,2.2857,0.0807
2024-01-13,Saturday,2024-01-14,Maori,0,0,0,0
2024-01-13,Saturday,2024-01-14,Pacific peoples,0,0,0.1429,0.0497
2024-01-13,Saturday,2024-01-14,Asian,0,0,0.1429,0.0239
2024-01-13,Saturday,2024-01-14,European or Other,0,0,2.5714,0.0907
2024-01-12,Friday,2024-01-14,Maori,0,0,0.1429,0.0221
2024-01-12,Friday,2024-01-14,Pacific peoples,0,0,0.1429,0.0497
2024-01-12,Friday,2024-01-14,Asian,0,0,0.1429,0.0239
2024-01-12,Friday,2024-01-14,European or Other,1,0.0353,2.5714,0.0907
2024-01-11,Thursday,2024-01-14,Maori,0,0,0.1429,0.0221
2024-01-11,Thursday,2024-01-14,Pacific peoples,0,0,0.1429,0.0497
2024-01-11,Thursday,2024-01-14,Asian,0,0,0.1429,0.0239
2024-01-11,Thursday,2024-01-14,European or Other,5,0.1764,2.8571,0.1008
2024-01-10,Wednesday,2024-01-14,Maori,0,0,0.1429,0.0221
2024-01-10,Wednesday,2024-01-14,Pacific peoples,0,0,0.1429,0.0497
2024-01-10,Wednesday,2024-01-14,Asian,0,0,0.2857,0.0478
2024-01-10,Wednesday,2024-01-14,European or Other,2,0.0706,2.2857,0.0807
2024-01-09,Tuesday,2024-01-14,Maori,0,0,0.1429,0.0221
2024-01-09,Tuesday,2024-01-14,Pacific peoples,0,0,0.1429,0.0497
2024-01-09,Tuesday,2024-01-14,Asian,0,0,0.2857,0.0478
2024-01-09,Tuesday,2024-01-14,European or Other,5,0.1764,2.5714,0.0907
2024-01-08,Monday,2024-01-14,Maori,0,0,0.1429,0.0221
2024-01-08,Monday,2024-01-14,Pacific peoples,0,0,0.1429,0.0497
2024-01-08,Monday,2024-01-14,Asian,0,0,0.2857,0.0478
2024-01-08,Monday,2024-01-14,European or Other,1,0.0353,2.2857,0.0807
2024-01-07,Sunday,2024-01-07,Maori,0,0,0.1429,0.0221
2024-01-07,Sunday,2024-01-07,Pacific peoples,1,0.3482,0.1429,0.0497
2024-01-07,Sunday,2024-01-07,Asian,1,0.1672,0.2857,0.0478
2024-01-07,Sunday,2024-01-07,European or Other,4,0.1412,2.5714,0.0907
2024-01-06,Saturday,2024-01-07,Maori,1,0.1544,0.1429,0.0221
2024-01-06,Saturday,2024-01-07,Pacific peoples,0,0,0,0
2024-01-06,Saturday,2024-01-07,Asian,0,0,0.1429,0.0239
2024-01-06,Saturday,2024-01-07,European or Other,0,0,2.2857,0.0807
2024-01-05,Friday,2024-01-07,Maori,0,0,0.1429,0.0221
2024-01-05,Friday,2024-01-07,Pacific peoples,0,0,0,0
2024-01-05,Friday,2024-01-07,Asian,0,0,0.1429,0.0239
2024-01-05,Friday,2024-01-07,European or Other,3,0.1059,2.8571,0.1008
2024-01-04,Thursday,2024-01-07,Maori,0,0,0.2857,0.0441
2024-01-04,Thursday,2024-01-07,Pacific peoples,0,0,0,0
2024-01-04,Thursday,2024-01-07,Asian,1,0.1672,0.1429,0.0239
2024-01-04,Thursday,2024-01-07,European or Other,1,0.0353,3,0.1059
2024-01-03,Wednesday,2024-01-07,Maori,0,0,0.5714,0.0883
2024-01-03,Wednesday,2024-01-07,Pacific peoples,0,0,0,0
2024-01-03,Wednesday,2024-01-07,Asian,0,0,0,0
2024-01-03,Wednesday,2024-01-07,European or Other,4,0.1412,3.5714,0.126
2024-01-02,Tuesday,2024-01-07,Maori,0,0,0.5714,0.0883
2024-01-02,Tuesday,2024-01-07,Pacific peoples,0,0,0,0
2024-01-02,Tuesday,2024-01-07,Asian,0,0,0,0
2024-01-02,Tuesday,2024-01-07,European or Other,3,0.1059,3.5714,0.126
2024-01-01,Monday,2024-01-07,Maori,0,0,0.7143,0.1103
2024-01-01,Monday,2024-01-07,Pacific peoples,0,0,0,0
2024-01-01,Monday,2024-01-07,Asian,0,0,0.1429,0.0239
2024-01-01,Monday,2024-01-07,European or Other,3,0.1059,3.2857,0.1159
2023-12-31,Sunday,2023-12-31,Maori,0,0,0.8571,0.1324
2023-12-31,Sunday,2023-12-31,Pacific peoples,0,0,0,0
2023-12-31,Sunday,2023-12-31,Asian,0,0,0.1429,0.0239
2023-12-31,Sunday,2023-12-31,European or Other,2,0.0706,3.5714,0.126
2023-12-30,Saturday,2023-12-31,Maori,1,0.1544,0.8571,0.1324
2023-12-30,Saturday,2023-12-31,Pacific peoples,0,0,0,0
2023-12-30,Saturday,2023-12-31,Asian,0,0,0.1429,0.0239
2023-12-30,Saturday,2023-12-31,European or Other,4,0.1412,3.2857,0.1159
2023-12-29,Friday,2023-12-31,Maori,1,0.1544,0.7143,0.1103
2023-12-29,Friday,2023-12-31,Pacific peoples,0,0,0,0
2023-12-29,Friday,2023-12-31,Asian,0,0,0.1429,0.0239
2023-12-29,Friday,2023-12-31,European or Other,4,0.1412,3.1429,0.1109
2023-12-28,Thursday,2023-12-31,Maori,2,0.3089,0.5714,0.0883
2023-12-28,Thursday,2023-12-31,Pacific peoples,0,0,0,0
2023-12-28,Thursday,2023-12-31,Asian,0,0,0.1429,0.0239
2023-12-28,Thursday,2023-12-31,European or Other,5,0.1764,3.2857,0.1159
2023-12-27,Wednesday,2023-12-31,Maori,0,0,0.4286,0.0662
2023-12-27,Wednesday,2023-12-31,Pacific peoples,0,0,0,0
2023-12-27,Wednesday,2023-12-31,Asian,0,0,0.1429,0.0239
2023-12-27,Wednesday,2023-12-31,European or Other,4,0.1412,2.7143,0.0958
2023-12-26,Tuesday,2023-12-31,Maori,1,0.1544,0.4286,0.0662
2023-12-26,Tuesday,2023-12-31,Pacific peoples,0,0,0,0
2023-12-26,Tuesday,2023-12-31,Asian,1,0.1672,0.1429,0.0239
2023-12-26,Tuesday,2023-12-31,European or Other,1,0.0353,2.4286,0.0857
2023-12-25,Monday,2023-12-31,Maori,1,0.1544,0.2857,0.0441
2023-12-25,Monday,2023-12-31,Pacific peoples,0,0,0,0
2023-12-25,Monday,2023-12-31,Asian,0,0,0,0
2023-12-25,Monday,2023-12-31,European or Other,5,0.1764,2.7143,0.0958
2023-12-24,Sunday,2023-12-24,Maori,0,0,0.1429,0.0221
2023-12-24,Sunday,2023-12-24,Pacific peoples,0,0,0,0
2023-12-24,Sunday,2023-12-24,Asian,0,0,0,0
2023-12-24,Sunday,2023-12-24,European or Other,0,0,2.4286,0.0857
2023-12-23,Saturday,2023-12-24,Maori,0,0,0.1429,0.0221
2023-12-23,Saturday,2023-12-24,Pacific peoples,0,0,0,0
2023-12-23,Saturday,2023-12-24,Asian,0,0,0,0
2023-12-23,Saturday,2023-12-24,European or Other,3,0.1059,2.7143,0.0958
2023-12-22,Friday,2023-12-24,Maori,0,0,0.1429,0.0221
2023-12-22,Friday,2023-12-24,Pacific peoples,0,0,0.1429,0.0497
2023-12-22,Friday,2023-12-24,Asian,0,0,0,0
2023-12-22,Friday,2023-12-24,European or Other,5,0.1764,2.7143,0.0958
2023-12-21,Thursday,2023-12-24,Maori,1,0.1544,0.1429,0.0221
2023-12-21,Thursday,2023-12-24,Pacific peoples,0,0,0.2857,0.0995
2023-12-21,Thursday,2023-12-24,Asian,0,0,0,0
2023-12-21,Thursday,2023-12-24,European or Other,1,0.0353,2.2857,0.0807
2023-12-20,Wednesday,2023-12-24,Maori,0,0,0,0
2023-12-20,Wednesday,2023-12-24,Pacific peoples,0,0,0.2857,0.0995
2023-12-20,Wednesday,2023-12-24,Asian,0,0,0,0
2023-12-20,Wednesday,2023-12-24,European or Other,2,0.0706,2.5714,0.0907
2023-12-19,Tuesday,2023-12-24,Maori,0,0,0,0
2023-12-19,Tuesday,2023-12-24,Pacific peoples,0,0,0.2857,0.0995
2023-12-19,Tuesday,2023-12-24,Asian,0,0,0,0
2023-12-19,Tuesday,2023-12-24,European or Other,3,0.1059,2.8571,0.1008
2023-12-18,Monday,2023-12-24,Maori,0,0,0,0
2023-12-18,Monday,2023-12-24,Pacific peoples,0,0,0.2857,0.0995
2023-12-18,Monday,2023-12-24,Asian,0,0,0,0
2023-12-18,Monday,2023-12-24,European or Other,3,0.1059,2.8571,0.1008
2023-12-17,Sunday,2023-12-17,Maori,0,0,0,0
2023-12-17,Sunday,2023-12-17,Pacific peoples,0,0,0.2857,0.0995
2023-12-17,Sunday,2023-12-17,Asian,0,0,0,0
2023-12-17,Sunday,2023-12-17,European or Other,2,0.0706,2.4286,0.0857
2023-12-16,Saturday,2023-12-17,Maori,0,0,0,0
2023-12-16,Saturday,2023-12-17,Pacific peoples,1,0.3482,0.4286,0.1492
2023-12-16,Saturday,2023-12-17,Asian,0,0,0,0
2023-12-16,Saturday,2023-12-17,European or Other,3,0.1059,2.5714,0.0907
2023-12-15,Friday,2023-12-17,Maori,0,0,0,0
2023-12-15,Friday,2023-12-17,Pacific peoples,1,0.3482,0.2857,0.0995
2023-12-15,Friday,2023-12-17,Asian,0,0,0,0
2023-12-15,Friday,2023-12-17,European or Other,2,0.0706,2.5714,0.0907
2023-12-14,Thursday,2023-12-17,Maori,0,0,0,0
2023-12-14,Thursday,2023-12-17,Pacific peoples,0,0,0.1429,0.0497
2023-12-14,Thursday,2023-12-17,Asian,0,0,0,0
2023-12-14,Thursday,2023-12-17,European or Other,3,0.1059,2.4286,0.0857
2023-12-13,Wednesday,2023-12-17,Maori,0,0,0,0
2023-12-13,Wednesday,2023-12-17,Pacific peoples,0,0,0.1429,0.0497
2023-12-13,Wednesday,2023-12-17,Asian,0,0,0,0
2023-12-13,Wednesday,2023-12-17,European or Other,4,0.1412,2.1429,0.0756
2023-12-12,Tuesday,2023-12-17,Maori,0,0,0.1429,0.0221
2023-12-12,Tuesday,2023-12-17,Pacific peoples,0,0,0.1429,0.0497
2023-12-12,Tuesday,2023-12-17,Asian,0,0,0,0
2023-12-12,Tuesday,2023-12-17,European or Other,3,0.1059,1.7143,0.0605
2023-12-11,Monday,2023-12-17,Maori,0,0,0.1429,0.0221
2023-12-11,Monday,2023-12-17,Pacific peoples,0,0,0.1429,0.0497
2023-12-11,Monday,2023-12-17,Asian,0,0,0,0
2023-12-11,Monday,2023-12-17,European or Other,0,0,1.7143,0.0605
2023-12-10,Sunday,2023-12-10,Maori,0,0,0.1429,0.0221
2023-12-10,Sunday,2023-12-10,Pacific peoples,1,0.3482,0.2857,0.0995
2023-12-10,Sunday,2023-12-10,Asian,0,0,0,0
2023-12-10,Sunday,2023-12-10,European or Other,3,0.1059,1.8571,0.0655
2023-12-09,Saturday,2023-12-10,Maori,0,0,0.1429,0.0221
2023-12-09,Saturday,2023-12-10,Pacific peoples,0,0,0.2857,0.0995
2023-12-09,Saturday,2023-12-10,Asian,0,0,0,0
2023-12-09,Saturday,2023-12-10,European or Other,3,0.1059,2.1429,0.0756
2023-12-08,Friday,2023-12-10,Maori,0,0,0.1429,0.0221
2023-12-08,Friday,2023-12-10,Pacific peoples,0,0,0.2857,0.0995
2023-12-08,Friday,2023-12-10,Asian,0,0,0,0
2023-12-08,Friday,2023-12-10,European or Other,1,0.0353,2.2857,0.0807
2023-12-07,Thursday,2023-12-10,Maori,0,0,0.1429,0.0221
2023-12-07,Thursday,2023-12-10,Pacific peoples,0,0,0.2857,0.0995
2023-12-07,Thursday,2023-12-10,Asian,0,0,0,0
2023-12-07,Thursday,2023-12-10,European or Other,1,0.0353,2.4286,0.0857
2023-12-06,Wednesday,2023-12-10,Maori,1,0.1544,0.1429,0.0221
2023-12-06,Wednesday,2023-12-10,Pacific peoples,0,0,0.2857,0.0995
2023-12-06,Wednesday,2023-12-10,Asian,0,0,0,0
